0,0.56947,0.38341,0
0,0.56555,0.38724,0
0,0.56152,0.3912,0
0,0.5563,0.39637,0
0,0.54975,0.40296,0
0,0.54177,0.41112,0
0,0.5322,0.42116,0
0,0.52126,0.4329,0
0,0.50884,0.4466,0
0,0.49522,0.46217,0
0,0.48017,0.47994,0
0,0.46406,0.49979,0
0,0.44115,0.52605,0
0,0.41004,0.56097,0
0,0.37861,0.59928,0
0.00045777,0.35964,0.61891,0
0.00057984,0.33111,0.64208,0
0.00085451,0.306,0.66426,0
0.0011597,0.28251,0.68656,0
0.0015106,0.25893,0.71046,0
0.0018616,0.23314,0.73907,0
0.0022278,0.20227,0.77758,0
0.0022278,0.17455,0.80713,0
0.0020142,0.14951,0.83038,0
0.0018311,0.12627,0.85435,0
0.001648,0.10488,0.8791,0
0.0014496,0.085374,0.90465,0
0.0016175,0.072465,0.92042,0
0.0023499,0.062943,0.92853,0
0.0030823,0.054093,0.93672,0
0.0038453,0.045869,0.94507,0
0.0045777,0.038376,0.95349,0
0.0046235,0.030152,0.96266,0
0.0042878,0.025315,0.96741,0
0.0037537,0.019776,0.97369,0
0.0032044,0.014969,0.98,0
0.0026551,0.010971,0.98621,0
0.0027161,0.0098116,0.98837,0
0.0036927,0.0095369,0.98677,0
0.0048524,0.0093385,0.98439,0
0.0052033,0.0088197,0.98474,0
0.0051575,0.0081178,0.98642,0
0.0051118,0.0074311,0.9881,0
0.0052186,0.0068208,0.9892,0
0.0056458,0.0063935,0.98911,0
0.0060578,0.0059663,0.98904,0
0.0064851,0.005539,0.98897,0
0.0069123,0.005127,0.98891,0
0.0073243,0.0046998,0.98888,0
0.0077211,0.0042725,0.98885,0
0.0085298,0.0039063,0.98418,0
0.011398,0.0036774,0.96486,0
0.016968,0.0034333,0.94601,0
0.023621,0.0031891,0.92773,0
0.028962,0.0030671,0.91762,0
0.033188,0.0029908,0.91244,0
0.037629,0.0029297,0.90745,0
0.042283,0.0028534,0.90259,0
0.047044,0.0027924,0.89798,0
0.051942,0.0027314,0.89351,0
0.056947,0.0026703,0.88922,0
0.062028,0.0026093,0.8851,0
0.06717,0.0025483,0.88115,0
0.072297,0.0025025,0.87739,0
0.077424,0.0024414,0.87382,0
0.082551,0.0023957,0.87037,0
0.087572,0.0023346,0.86715,0
0.092653,0.0022126,0.85702,0
0.097566,0.0021057,0.84717,0
0.10227,0.0019837,0.83801,0
0.10687,0.0018769,0.82933,0
0.11127,0.0017853,0.82129,0
0.1154,0.0016785,0.81389,0
0.11936,0.0016022,0.80699,0
0.12299,0.0015259,0.80078,0
0.12638,0.0014496,0.79515,0
0.12949,0.0013886,0.78999,0
0.13225,0.0013275,0.7855,0
0.13469,0.0012665,0.78157,0
0.13692,0.001236,0.77807,0
0.13883,0.0011902,0.7751,0
0.14044,0.0011597,0.77259,0
0.14166,0.0011292,0.77069,0
0.14269,0.0011139,0.76912,0
0.14345,0.0010986,0.76794,0
0.14417,0.0010834,0.76684,0
0.1467,0.0010834,0.7646,0
0.15016,0.0010986,0.76184,0
0.15413,0.0011292,0.75869,0
0.1595,0.0011597,0.75453,0
0.16625,0.0011902,0.74943,0
0.17469,0.0012207,0.74322,0
0.18463,0.0012665,0.73617,0
0.19654,0.0013275,0.72807,0
0.21018,0.0013886,0.71917,0
0.22582,0.0014496,0.70948,0
0.24363,0.0015259,0.69899,0
0.26346,0.0016022,0.68791,0
0.28556,0.0016938,0.67625,0
0.314,0.0017548,0.65965,0
0.3371,0.0017853,0.6302,0
0.35435,0.0018311,0.59796,0
0.37276,0.0018616,0.56544,0
0.39213,0.0019074,0.53313,0
0.42177,0.0019074,0.49227,0
0.46365,0.0018616,0.44346,0
0.50886,0.0018158,0.39638,0
0.55731,0.0017548,0.35146,0
0.60912,0.001709,0.3088,0
0.66436,0.0016632,0.26857,0
0.72306,0.0016022,0.23099,0
0.77795,0.0015717,0.19812,0
0.81569,0.0015717,0.17211,0
0.83217,0.0015869,0.15007,0
0.84837,0.0014191,0.12349,0
0.86484,0.001236,0.099596,0
0.88159,0.0010681,0.078386,0
0.86374,0.00090028,0.068605,0
0.84132,0.00076295,0.060655,0
0.81854,0.0005951,0.053361,0
0.79446,0.00044251,0.046876,0
0.77044,0.00028992,0.040925,0
0.76995,0.0002594,0.047623,0
0.77411,0.0003357,0.056153,0
0.74623,0.00050355,0.06508,0
0.7183,0.00068666,0.07512,0
0.69024,0.00085451,0.086351,0
0.66242,0.0010376,0.098711,0
0.63433,0.0012207,0.11267,0
0.637,0.0026551,0.1209,0
0.70607,0.0048524,0.091112,0
0.7565,0.0069276,0.076036,0
0.81009,0.008835,0.059525,0
0.87214,0.0093233,0.030106,0
0.93721,0.0098421,0.01117,0
0.98158,0.010361,0.005951,0
0.95879,0.011505,0.0058289,0
0.90124,0.015366,0.0088502,0
0.84158,0.023484,0.017334,0
0.78265,0.033783,0.032151,0
0.72502,0.046403,0.052644,0
0.67916,0.060563,0.074128,0
0.72604,0.069993,0.043076,0
0.77444,0.080491,0.021027,0
0.82423,0.091997,0.0086976,0
0.8454,0.10448,0.0048524,0
0.87585,0.099825,0.0031434,0
0.85991,0.10265,0.0039063,0
0.80198,0.11711,0.0059968,0
0.74528,0.13324,0.0081025,0
0.71861,0.15639,0.0072023,0
0.70631,0.18508,0.0047456,0
0.69682,0.21169,0.0030518,0
0.70922,0.21927,0.0025788,0
0.72793,0.21476,0.002121,0
0.75433,0.1967,0.0016785,0
0.76172,0.18364,0.0012818,0
0.70369,0.18398,0.0010834,0
0.64691,0.22034,0.00054932,0
0.61546,0.26128,0.00022889,0
0.56728,0.30889,0.00044251,0
0.51078,0.37006,0.00056458,0
0.45699,0.43691,0.0006714,0
0.40949,0.50526,0.00076295,0
0.4089,0.51536,0.00083925,0
0.42885,0.49722,0.00088502,0
0.44663,0.4818,0.00094606,0
0.46177,0.46917,0.00097658,0
0.46557,0.46026,0.00099184,0
0.46346,0.4544,0.00097658,0
0.46137,0.4493,0.00096132,0
0.45856,0.44709,0.00096132,0
0.4547,0.45063,0.00094606,0
0.45046,0.45435,0.00094606,0
0.44504,0.45927,0.0009308,0
0.43819,0.46552,0.00091554,0
0.42989,0.4733,0.00090028,0
0.41999,0.48243,0.00088502,0
0.4087,0.49343,0.00085451,0
0.39603,0.50619,0.00083925,0
0.38177,0.52076,0.00080873,0
0.36672,0.53713,0.00076295,0
0.34989,0.55543,0.00071717,0
0.33259,0.57566,0.00068666,0
0.31429,0.59808,0.00062562,0
0.29722,0.61993,0.00061036,0
0.28182,0.6401,0.00062562,0
0.26606,0.66186,0.00065614,0
0.24973,0.68534,0.0006714,0
0.23336,0.71035,0.00068666,0
0.21704,0.737,0.00071717,0
0.20049,0.7637,0.00073243,0
0.18422,0.7709,0.00071717,0
0.16828,0.77836,0.00068666,0
0.15256,0.78621,0.0006714,0
0.13738,0.79422,0.00064088,0
0.1201,0.80667,0.00057984,0
0.10358,0.81982,0.00050355,0
0.088151,0.83326,0.00042725,0
0.073808,0.84721,0.0003357,0
0.060655,0.86149,0.0002594,0
0.048768,0.87616,0.00018311,0
0.038117,0.89128,0.00010681,0
0.028824,0.90665,1.5259e-05,0
0.022217,0.91629,0,0
0.017197,0.92544,0.00012207,0
0.013046,0.93526,0.00030518,0
0.0097505,0.94525,0.00047303,0
0.0082399,0.95537,0.00065614,0
0.006714,0.96562,0.00083925,0
0.0051881,0.976,0.00099184,0
0.0036469,0.98643,0.0011749,0
0.0028229,0.98911,0.0013581,0
0.0019989,0.99178,0.0015259,0
0.0020294,0.99109,0.002182,0
0.0025025,0.98875,0.0030518,0
0.0029297,0.98645,0.0039368,0
0.0033722,0.98419,0.0048066,0
0.0037995,0.98196,0.0057069,0
0.0042115,0.97977,0.0065766,0
0.0046235,0.97758,0.0074769,0
0.0045624,0.9747,0.0087587,0
0.0035401,0.9702,0.012055,0
0.0028077,0.96561,0.017304,0
0.0029908,0.96078,0.021225,0
0.0031586,0.95595,0.02565,0
0.0033265,0.95119,0.030503,0
0.0034943,0.94638,0.035874,0
0.0036469,0.94173,0.041657,0
0.0037995,0.93701,0.04799,0
0.0039216,0.93008,0.054307,0
0.0039979,0.91981,0.060502,0
0.0040742,0.90962,0.067063,0
0.0041505,0.90108,0.073365,0
0.004242,0.89624,0.078508,0
0.0043488,0.89151,0.083818,0
0.0044556,0.88676,0.089326,0
0.0045624,0.88209,0.094987,0
0.004654,0.87755,0.10074,0
0.0045472,0.86525,0.10941,0
0.0043641,0.84949,0.11977,0
0.004181,0.83403,0.13054,0
0.0039826,0.81907,0.14156,0
0.0040131,0.79884,0.16152,0
0.0040589,0.77864,0.18364,0
0.0041047,0.75895,0.20708,0
0.0041352,0.74,0.23149,0
0.0041657,0.72209,0.25635,0
0.0036622,0.6958,0.28006,0
0.0028077,0.66571,0.30208,0
0.0020294,0.63822,0.32351,0
0.001297,0.61344,0.34403,0
0.0006714,0.59207,0.36266,0
0.00010681,0.57386,0.37926,0
0,0.57005,0.38285,0
0,0.56988,0.38302,0
